HRS1,marital,childs,age,educ,sex,born,income,region,partyid,polviews,attend,pray
40,Married,4,44,2 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Republican","Moderate, middle of the road",Every week,Several times a day
40,Divorced,5,43,6 years,Female,Yes,"$5,000 to 5,999",East North Central,Not very strong Democrat,Liberal,Never,Less than once a week
50,Divorced,2,39,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Never,Once a day
40,Never married,0,21,2 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Never,Never
62,Married,1,54,6 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Never,Several times a day
40,Married,1,33,6 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Once a year,Once a day
38,Divorced,1,60,12th grade,Female,Yes,"$15,000 to 19,999",East North Central,Not very strong Democrat,"Moderate, middle of the road",Never,Once a day
40,Divorced,1,29,6 years,Female,Yes,"$25,000 or over",East North Central,Strong Democrat,Liberal,Never,Once a day
40,Married,1,56,6 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Once a month,Once a day
40,Married,2,44,5 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Never,Once a day
44,Married,3,53,12th grade,Male,Yes,"$25,000 or over",East North Central,Not very strong Republican,Slightly conservative,Never,Once a week
40,Married,0,54,6 years,Female,Yes,"$25,000 or over",East North Central,Strong Democrat,Extremely liberal,Never,Several times a day
50,Never married,3,31,2 years,Female,Yes,"$10,000 to 14,999",East North Central,Not very strong Democrat,"Moderate, middle of the road",Two to three times a month,Once a day
58,Widowed,2,57,12th grade,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat",Slightly liberal,Once a month,Several times a day
40,Divorced,4,46,12th grade,Female,Yes,"$25,000 or over",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
53,Widowed,3,64,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Less than once a week
60,Married,0,61,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Never,Once a day
70,Divorced,1,41,1 year of college,Female,Yes,"$25,000 or over",East North Central,Strong Republican,Conservative,Every week,Several times a day
44,Married,0,44,6 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Nearly every week,Several times a week
40,Married,3,57,6 years,Male,Yes,"$25,000 or over",East North Central,Not very strong Republican,Slightly conservative,Every week,Several times a day
60,Married,2,55,1 year of college,Male,Yes,"$25,000 or over",East North Central,Strong Republican,Extremely conservative,Two to three times a month,Once a day
47,Married,3,46,1 year of college,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,Conservative,Every week,Once a day
40,Married,2,41,2 years,Female,Yes,"$25,000 or over",East North Central,Not very strong Republican,"Moderate, middle of the road",Every week,Several times a day
40,Divorced,2,37,2 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat","Moderate, middle of the road",Two to three times a month,Several times a week
40,Divorced,3,42,12th grade,Male,Yes,"$25,000 or over",East North Central,Strong Republican,"Moderate, middle of the road",Two to three times a month,Several times a day
40,Divorced,2,30,3 years,Female,Yes,"$25,000 or over",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Less than once a week
45,Never married,0,56,6 years,Female,Yes,"$25,000 or over",East North Central,"Independent, close to Democrat",Liberal,Every week,Once a day
40,Married,0,43,2 years,Male,Yes,"$25,000 or over",East North Central,Strong Republican,Slightly conservative,Never,Less than once a week
40,Married,4,39,2 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Conservative,Every week,Several times a day
58,Married,3,43,12th grade,Male,Yes,"$25,000 or over",East North Central,"Independent (Neither, No response)","Moderate, middle of the road",Once a month,Once a day
32,Married,2,58,12th grade,Female,Yes,"$25,000 or over",East North Central,Strong Democrat,Slightly liberal,Two to three times a month,Once a day
80,Married,0,37,6 years,Male,Yes,"$25,000 or over",East North Central,"Independent, close to Republican",Slightly conservative,Never,Never
60,Married,3,58,7 years,Female,Yes,"$25,000 or over",West North Central,Strong Democrat,Extremely liberal,Never,Several times a day
45,Married,3,30,5 years,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Republican","Moderate, middle of the road",Nearly every week,Several times a week
55,Married,2,57,12th grade,Female,Yes,"$25,000 or over",West North Central,Not very strong Republican,"Moderate, middle of the road",Nearly every week,Once a day
55,Married,3,55,6 years,Male,Yes,"$25,000 or over",West North Central,Strong Republican,Conservative,Nearly every week,Once a day
50,Married,3,64,6 years,Male,Yes,"$25,000 or over",West North Central,"Independent (Neither, No response)",Slightly liberal,Nearly every week,Once a week
70,Married,0,58,1 year of college,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Republican",Conservative,Less than once a year,Less than once a week
47,Married,3,44,12th grade,Female,Yes,"$25,000 or over",West North Central,Not very strong Democrat,Liberal,Once a year,Several times a week
62,Never married,0,31,12th grade,Male,Yes,"$25,000 or over",West North Central,"Independent (Neither, No response)","Moderate, middle of the road",Less than once a year,Once a week
40,Married,0,31,6 years,Female,Yes,"$25,000 or over",West North Central,Strong Republican,Extremely conservative,Nearly every week,Once a day
45,Married,2,64,12th grade,Male,Yes,"$25,000 or over",West North Central,Strong Republican,Liberal,Several times a year,Once a day
38,Divorced,2,59,2 years,Male,Yes,"$25,000 or over",West North Central,"Independent, close to Republican","Moderate, middle of the road",Never,Never
39,Married,0,29,12th grade,Male,Yes,"$25,000 or over",West North Central,Not very strong Republican,Slightly conservative,Several times a year,Several times a week
54,Never married,4,45,2 years,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Republican","Moderate, middle of the road",Never,Several times a day
43,Never married,2,29,6th grade,Female,No,"$25,000 or over",West North Central,"Independent (Neither, No response)",Liberal,Once a year,Once a week
40,Never married,0,34,3 years,Male,No,"$25,000 or over",West North Central,"Independent (Neither, No response)",Liberal,Two to three times a month,Once a day
60,Married,5,66,8 years,Male,Yes,"$25,000 or over",West North Central,"Independent (Neither, No response)","Moderate, middle of the road",Two to three times a month,Once a day
50,Never married,0,26,7 years,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Democrat","Moderate, middle of the road",Less than once a year,Several times a week
40,Divorced,2,65,12th grade,Female,Yes,"$20,000 to 24,999",West North Central,"Independent, close to Democrat","Moderate, middle of the road",Less than once a year,Once a day
57,Divorced,2,65,3 years,Female,Yes,"$25,000 or over",West North Central,Strong Republican,"Moderate, middle of the road",Less than once a year,Once a day
55,Never married,1,56,12th grade,Male,Yes,"$25,000 or over",West North Central,"Independent, close to Republican","Moderate, middle of the road",Two to three times a month,Several times a day
40,Married,2,53,6 years,Male,Yes,"$25,000 or over",West North Central,Strong Republican,Slightly conservative,Once a month,Several times a week
45,Married,3,29,12th grade,Male,Yes,"$25,000 or over",West North Central,Not very strong Democrat,"Moderate, middle of the road",Once a year,Once a day
40,Divorced,2,52,5 years,Male,Yes,"$25,000 or over",West North Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
50,Married,2,33,12th grade,Male,Yes,"$25,000 or over",West North Central,Strong Republican,Conservative,Every week,Once a day
50,Married,2,56,6 years,Male,Yes,"$25,000 or over",West North Central,"Other party, refused to say",Extremely conservative,Once a year,Once a day
40,Never married,2,28,6 years,Male,Yes,"$15,000 to 19,999",West North Central,"Independent, close to Republican",Slightly liberal,Nearly every week,Once a day
60,Married,1,33,2 years,Male,Yes,"$25,000 or over",West North Central,"Independent, close to Republican",Slightly conservative,Never,Never
40,Married,2,44,3 years,Male,Yes,"$25,000 or over",West North Central,"Independent, close to Democrat",Slightly liberal,Never,Never
40,Married,1,55,6 years,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Democrat","Moderate, middle of the road",Once a year,Once a week
40,Married,2,59,6 years,Female,Yes,"$25,000 or over",West North Central,"Independent, close to Democrat","Moderate, middle of the road",Every week,Once a day
68,Never married,3,55,12th grade,Female,Yes,"$25,000 or over",West South Central,Not very strong Democrat,"Moderate, middle of the road",Every week,Several times a day
60,Never married,0,56,9th grade,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Extremely liberal,Less than once a year,Once a day
45,Never married,1,27,2 years,Female,Yes,"$20,000 to 24,999",West South Central,Strong Republican,Conservative,Every week,Several times a day
36,Married,3,34,11th grade,Female,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Once a month,Once a day
40,Married,0,30,5 years,Female,Yes,"$25,000 or over",West South Central,Strong Democrat,Slightly liberal,More than once a week,Several times a day
40,Never married,0,25,6 years,Male,No,"$1,000 to 2,999",West South Central,Not very strong Republican,Slightly liberal,Two to three times a month,Once a day
40,Never married,1,56,12th grade,Male,Yes,"$15,000 to 19,999",West South Central,Strong Democrat,Liberal,Two to three times a month,Once a day
60,Widowed,0,58,12th grade,Male,Yes,"$25,000 or over",West South Central,Strong Republican,Conservative,Once a month,Several times a day
45,Divorced,5,44,11th grade,Male,Yes,"$25,000 or over",West South Central,Strong Democrat,Liberal,Several times a year,Several times a week
40,Never married,0,35,6 years,Female,Yes,"$20,000 to 24,999",West South Central,Not very strong Democrat,"Moderate, middle of the road",Every week,Once a day
40,Married,2,38,6 years,Female,Yes,"$25,000 or over",West South Central,Strong Democrat,Conservative,Every week,Several times a day
34,Widowed,3,53,9th grade,Female,Yes,"$15,000 to 19,999",West South Central,Strong Republican,Liberal,Every week,Several times a day
60,Separated,2,28,1 year of college,Female,Yes,"$15,000 to 19,999",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Every week,Several times a week
40,Married,3,65,6th grade,Female,Yes,"$4,000 to 4,999",West South Central,Strong Democrat,"Moderate, middle of the road",Once a month,Several times a day
25,Never married,3,26,12th grade,Male,Yes,"$25,000 or over",West South Central,"Independent, close to Republican","Moderate, middle of the road",Nearly every week,Several times a day
40,Married,2,44,11th grade,Female,Yes,"$25,000 or over",West South Central,Strong Republican,"Moderate, middle of the road",Once a year,Once a day
40,Never married,0,29,6 years,Female,Yes,"$20,000 to 24,999",West South Central,Not very strong Republican,"Moderate, middle of the road",Every week,Once a day
60,Married,3,60,8 years,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Conservative,Every week,Several times a day
79,Never married,0,20,12th grade,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Liberal,Several times a year,Less than once a week
40,Divorced,Eight or more,65,12th grade,Female,Yes,"$4,000 to 4,999",West South Central,"Independent (Neither, No response)",Conservative,Two to three times a month,Once a day
40,Divorced,2,67,12th grade,Female,Yes,"$25,000 or over",West South Central,Strong Democrat,"Moderate, middle of the road",Every week,Several times a day
45,Divorced,1,30,3 years,Female,Yes,"$25,000 or over",West South Central,Not very strong Republican,"Moderate, middle of the road",Two to three times a month,Once a day
40,Never married,0,19,1 year of college,Female,Yes,"$25,000 or over",West South Central,"Independent, close to Democrat","Moderate, middle of the road",Several times a year,Once a day
50,Divorced,3,33,1 year of college,Male,Yes,"$25,000 or over",West South Central,Not very strong Democrat,"Moderate, middle of the road",Once a year,Less than once a week
35,Divorced,3,45,11th grade,Male,Yes,"$25,000 or over",West South Central,"Independent, close to Democrat",Slightly conservative,Two to three times a month,Once a day
50,Married,4,33,11th grade,Female,Yes,"$15,000 to 19,999",West South Central,"Independent (Neither, No response)",Slightly liberal,Never,Once a week
52,Never married,2,54,2 years,Female,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
20,Divorced,3,53,2 years,Male,Yes,"$25,000 or over",West South Central,"Independent, close to Republican",Conservative,Every week,Several times a day
89,Married,2,54,12th grade,Male,Yes,"$25,000 or over",West South Central,Strong Republican,Conservative,Two to three times a month,Several times a day
45,Never married,0,18,1 year of college,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Slightly conservative,Never,Once a week
60,Never married,2,37,5 years,Female,Yes,"$25,000 or over",West South Central,Strong Republican,Conservative,Several times a year,Several times a day
60,Married,3,43,8th grade,Male,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)",Liberal,Never,Once a day
40,Married,3,39,12th grade,Male,Yes,"$25,000 or over",West South Central,"Other party, refused to say","Moderate, middle of the road",Every week,Once a week
50,Married,2,52,4th grade,Female,No,"$25,000 or over",West South Central,"Independent (Neither, No response)",Conservative,Nearly every week,Once a day
57,Married,0,25,10th grade,Female,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)",Conservative,Several times a year,Several times a day
84,Married,4,51,12th grade,Male,Yes,"$25,000 or over",West South Central,"Independent, close to Democrat","Moderate, middle of the road",Two to three times a month,Once a day
40,Separated,2,30,12th grade,Female,No,"$25,000 or over",West South Central,Not very strong Democrat,Conservative,More than once a week,Several times a week
40,Married,0,29,2 years,Female,Yes,"$25,000 or over",West South Central,Not very strong Republican,Conservative,Every week,Once a day
40,Married,1,30,6 years,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Slightly conservative,Never,Once a week
30,Married,2,35,3 years,Female,Yes,"$25,000 or over",West South Central,Strong Republican,Conservative,More than once a week,Several times a day
70,Married,1,55,6 years,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Conservative,Once a month,Several times a week
50,Divorced,2,41,6 years,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Once a year,Once a day
40,Married,2,53,2 years,Male,Yes,"$25,000 or over",Mountain,Not very strong Republican,"Moderate, middle of the road",Once a year,Less than once a week
89,Divorced,3,61,12th grade,Female,Yes,"$20,000 to 24,999",Mountain,Not very strong Republican,Extremely conservative,Two to three times a month,Several times a day
40,Widowed,1,48,3 years,Male,No,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Never married,1,36,11th grade,Male,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)",Conservative,Every week,Several times a week
40,Divorced,3,32,2 years,Male,Yes,"$20,000 to 24,999",Mountain,"Independent (Neither, No response)",Extremely liberal,Never,Never
45,Never married,0,29,7 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,Conservative,Every week,Once a day
40,Never married,0,34,12th grade,Female,Yes,"Under $1,000",Mountain,"Independent, close to Democrat",Liberal,Two to three times a month,Once a day
50,Divorced,1,57,6 years,Female,Yes,"$25,000 or over",Mountain,Strong Democrat,Extremely liberal,Never,Never
50,Never married,0,24,5 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,Slightly liberal,Once a year,Less than once a week
45,Married,0,31,3 years,Male,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Once a month,Once a day
40,Married,2,39,6 years,Male,Yes,"$25,000 or over",Mountain,Strong Republican,Conservative,Every week,Several times a day
40,Widowed,1,61,12th grade,Female,Yes,"$20,000 to 24,999",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
50,Divorced,3,43,6 years,Female,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat",Slightly liberal,Never,Once a week
40,Divorced,2,43,6 years,Female,No,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Every week,Once a day
50,Never married,0,34,8 years,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Conservative,Every week,Several times a day
40,Married,0,55,12th grade,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat",Liberal,Less than once a year,Never
40,Never married,0,26,12th grade,Male,Yes,"$25,000 or over",Mountain,Not very strong Democrat,"Moderate, middle of the road",Several times a year,Once a day
50,Married,3,53,2 years,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Conservative,Nearly every week,Once a day
45,Married,3,56,8 years,Female,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat",Liberal,Several times a year,Several times a day
35,Never married,0,38,2 years,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Once a year,Once a day
50,Divorced,6,65,5 years,Male,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)",Conservative,More than once a week,Several times a day
49,Divorced,2,48,12th grade,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat",Slightly conservative,Never,Several times a day
40,Married,0,32,9th grade,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican","Moderate, middle of the road",Once a year,Several times a day
57,Never married,4,38,8th grade,Female,Yes,"$15,000 to 19,999",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
44,Never married,4,48,12th grade,Male,Yes,"$20,000 to 24,999",Mountain,Strong Democrat,Extremely conservative,Less than once a year,Several times a day
50,Married,1,29,1 year of college,Male,Yes,"$10,000 to 14,999",Mountain,Not very strong Republican,"Moderate, middle of the road",Every week,Once a day
55,Married,2,64,12th grade,Female,Yes,"$25,000 or over",Mountain,"Independent, close to Republican",Slightly conservative,Never,Less than once a week
40,Never married,0,23,1 year of college,Female,Yes,"$1,000 to 2,999",Mountain,"Independent, close to Republican","Moderate, middle of the road",Two to three times a month,Once a day
52,Married,3,43,12th grade,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Slightly liberal,More than once a week,Several times a day
70,Separated,2,39,2 years,Male,No,"$20,000 to 24,999",Pacific,"Independent (Neither, No response)",Conservative,Never,Never
50,Married,2,56,9th grade,Male,No,"$25,000 or over",Pacific,Not very strong Democrat,"Moderate, middle of the road",Nearly every week,Once a day
40,Married,4,29,6th grade,Male,No,"$15,000 to 19,999",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Married,3,35,2 years,Female,Yes,"$25,000 or over",Pacific,Strong Republican,Conservative,Every week,Once a day
40,Never married,4,42,2 years,Female,Yes,"$20,000 to 24,999",Pacific,Strong Democrat,Slightly liberal,Nearly every week,Several times a day
40,Married,1,37,1 year of college,Male,No,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Several times a year,Several times a day
40,Never married,0,33,2 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Liberal,Never,Never
40,Divorced,6,53,11th grade,Female,Yes,"$20,000 to 24,999",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Never,Once a day
40,Divorced,5,41,11th grade,Female,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Once a year,Several times a week
60,Married,2,27,1 year of college,Male,No,"$25,000 or over",Pacific,Not very strong Democrat,Slightly liberal,Less than once a year,Never
35,Married,1,45,8 years,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat",Slightly liberal,Less than once a year,Several times a day
40,Widowed,0,54,12th grade,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Republican",Conservative,Never,Several times a day
40,Married,3,51,2 years,Female,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat",Slightly liberal,Once a month,Several times a day
40,Married,2,52,3 years,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat",Extremely liberal,Never,Less than once a week
40,Married,1,48,12th grade,Male,Yes,"$25,000 or over",Pacific,Not very strong Republican,Slightly conservative,Never,Less than once a week
60,Married,2,62,2 years,Female,Yes,"$25,000 or over",Pacific,"Independent, close to Republican","Moderate, middle of the road",Never,Once a day
43,Never married,0,31,5 years,Female,Yes,"$25,000 or over",Pacific,Not very strong Republican,"Moderate, middle of the road",Two to three times a month,Once a day
50,Married,0,36,6 years,Male,Yes,"$25,000 or over",Pacific,Strong Democrat,Extremely liberal,Never,Never
40,Married,3,65,12th grade,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)",Slightly liberal,Never,Never
40,Never married,0,33,2 years,Female,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)",Slightly conservative,Once a month,Once a week
50,Married,2,65,6 years,Male,Yes,"$25,000 or over",Pacific,Strong Republican,Conservative,Nearly every week,Once a day
60,Widowed,1,40,6 years,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Every week,Several times a day
50,Divorced,1,72,7 years,Female,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Never,Several times a day
38,Divorced,2,47,6 years,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Republican",Extremely liberal,Never,Never
40,Divorced,0,39,2 years,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)",Slightly liberal,Never,Never
52,Never married,2,36,6 years,Female,Yes,"$10,000 to 14,999",Pacific,"Independent, close to Democrat",Slightly liberal,Once a year,Several times a day
50,Divorced,2,33,2 years,Male,Yes,"$25,000 or over",Pacific,"Independent (Neither, No response)",Liberal,Never,Never
40,Divorced,0,40,6 years,Female,Yes,"$25,000 or over",Pacific,Strong Democrat,Extremely liberal,Never,Never
40,Married,1,37,8 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Slightly liberal,Every week,Once a day
73,Never married,1,34,3 years,Female,Yes,"$20,000 to 24,999",Pacific,Not very strong Republican,Slightly conservative,Once a year,Less than once a week
38,Never married,1,27,12th grade,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Republican","Moderate, middle of the road",Never,Never
50,Married,1,32,6 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Slightly liberal,Once a year,Never
53,Never married,0,32,2 years,Male,Yes,"$25,000 or over",Pacific,"Other party, refused to say","Moderate, middle of the road",Several times a year,Once a week
40,Never married,0,24,2 years,Male,Yes,"$1,000 to 2,999",Pacific,"Independent (Neither, No response)",Liberal,Never,Once a week
40,Never married,0,27,6 years,Male,Yes,"$10,000 to 14,999",Pacific,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
50,Married,4,55,2 years,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Democrat",Liberal,Less than once a year,Several times a week
48,Never married,0,37,6 years,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Liberal,Never,Never
55,Divorced,2,53,12th grade,Male,Yes,"$25,000 or over",Pacific,Not very strong Democrat,"Moderate, middle of the road",Once a month,Less than once a week
50,Never married,0,61,6 years,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Republican",Slightly conservative,Never,Never
60,Married,2,54,12th grade,Male,Yes,"$25,000 or over",Pacific,Strong Republican,Conservative,More than once a week,Several times a day
40,Married,3,32,1 year of college,Male,Yes,"$25,000 or over",Pacific,"Independent, close to Republican",Slightly conservative,Several times a year,Less than once a week
30,Married,1,34,8 years,Female,Yes,"$25,000 or over",Pacific,Not very strong Democrat,Slightly liberal,Once a year,Less than once a week
40,Married,2,53,6 years,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Extremely conservative,More than once a week,Several times a day
40,Married,2,56,11th grade,Female,Yes,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Once a year,Once a day
40,Widowed,0,35,12th grade,Female,Yes,"$10,000 to 14,999",Mountain,Not very strong Democrat,Slightly liberal,Two to three times a month,Once a day
40,Married,0,30,2 years,Male,No,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Every week,Several times a week
40,Married,5,47,11th grade,Female,Yes,"$20,000 to 24,999",Mountain,"Independent, close to Democrat","Moderate, middle of the road",Never,Never
60,Never married,0,26,11th grade,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat",Slightly conservative,More than once a week,Several times a day
70,Married,0,33,12th grade,Male,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)",Extremely liberal,Less than once a year,Once a day
40,Divorced,0,32,12th grade,Female,Yes,"$25,000 or over",Mountain,"Independent, close to Republican",Slightly conservative,Once a year,Several times a week
70,Married,2,42,8 years,Female,Yes,"$25,000 or over",Mountain,Not very strong Democrat,Slightly liberal,Once a year,Once a week
70,Married,2,26,9th grade,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Democrat","Moderate, middle of the road",Never,Never
40,Married,2,28,6 years,Male,Yes,"$25,000 or over",Mountain,Strong Republican,"Moderate, middle of the road",Two to three times a month,Several times a week
40,Never married,1,41,3 years,Female,Yes,"$25,000 or over",Mountain,Strong Republican,Conservative,Every week,Once a day
40,Married,3,48,6 years,Male,Yes,"$25,000 or over",Mountain,Strong Democrat,"Moderate, middle of the road",Every week,Several times a day
50,Married,2,28,6 years,Male,No,"$25,000 or over",Mountain,Not very strong Republican,Slightly conservative,Every week,Once a day
80,Married,2,37,6 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican","Moderate, middle of the road",Less than once a year,Once a week
40,Married,3,40,3 years,Male,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Never,Never
40,Married,0,24,1 year of college,Female,Yes,"$25,000 or over",Mountain,Strong Democrat,Extremely liberal,Never,Never
48,Never married,1,47,2 years,Male,No,"$25,000 or over",Mountain,"Independent, close to Republican","Moderate, middle of the road",Several times a year,Once a day
35,Married,0,31,1 year of college,Female,Yes,"$20,000 to 24,999",Mountain,Not very strong Republican,Liberal,Never,Once a day
50,Married,0,27,6 years,Male,Yes,"$25,000 or over",Mountain,"Independent, close to Republican",Extremely conservative,Two to three times a month,Several times a day
56,Married,0,31,6 years,Female,Yes,"$25,000 or over",Mountain,"Independent (Neither, No response)","Moderate, middle of the road",Nearly every week,Once a day
42,Married,2,49,12th grade,Female,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)","Moderate, middle of the road",Never,Several times a day
60,Married,0,58,9th grade,Male,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)",Extremely liberal,Never,Once a week
32,Divorced,5,35,10th grade,Female,Yes,"$25,000 or over",West South Central,"Independent, close to Democrat","Moderate, middle of the road",Never,Once a day
40,Never married,1,44,12th grade,Male,Yes,"$25,000 or over",West South Central,"Independent (Neither, No response)",Liberal,Never,Never
40,Married,2,43,12th grade,Male,Yes,"$15,000 to 19,999",West South Central,Strong Republican,"Moderate, middle of the road",Every week,Once a day
40,Married,3,58,8th grade,Male,No,"$25,000 or over",West South Central,Not very strong Democrat,Slightly conservative,Every week,Once a week
60,Married,3,48,6 years,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Slightly conservative,Every week,Once a day
40,Married,2,49,2 years,Male,Yes,"$25,000 or over",West South Central,"Independent, close to Republican","Moderate, middle of the road",Nearly every week,Once a week
40,Married,2,38,6 years,Male,Yes,"$25,000 or over",West South Central,"Independent, close to Republican","Moderate, middle of the road",Once a month,Once a day
50,Married,2,58,6 years,Female,Yes,"$25,000 or over",West South Central,Strong Republican,Conservative,Every week,Several times a day
32,Divorced,1,70,8 years,Female,Yes,"$25,000 or over",West South Central,"Independent, close to Republican",Conservative,Several times a year,Several times a day
40,Married,2,56,1 year of college,Male,Yes,"$25,000 or over",West South Central,Strong Republican,Extremely conservative,Every week,Several times a day
40,Married,1,30,2 years,Male,Yes,"$25,000 or over",West South Central,Not very strong Democrat,Slightly conservative,Several times a year,Once a week
40,Married,2,46,12th grade,Female,Yes,"$3,000 to 3,999",West South Central,Not very strong Democrat,Slightly liberal,Less than once a year,Several times a day
20,Married,2,30,12th grade,Male,Yes,"$25,000 or over",West South Central,Not very strong Republican,Conservative,More than once a week,Several times a day
52,Married,2,60,12th grade,Female,Yes,"$25,000 or over",West South Central,"Independent, close to Republican",Conservative,Never,Several times a day
36,Married,3,47,1 year of college,Female,Yes,"$25,000 or over",West South Central,Strong Democrat,"Moderate, middle of the road",More than once a week,Several times a day
40,Never married,1,39,5 years,Female,No,"$25,000 or over",West South Central,"Independent (Neither, No response)",Slightly conservative,More than once a week,Several times a day
40,Married,2,58,1 year of college,Female,Yes,"$25,000 or over",West South Central,Not very strong Democrat,"Moderate, middle of the road",Every week,Several times a day
50,Divorced,2,62,8 years,Male,Yes,"$25,000 or over",West South Central,"Other party, refused to say",Extremely conservative,Once a month,Several times a day
